debido,causa
DOS HERIDAS PERFORANTES POR PAF EN CABEZA,SIN REGISTRO
TRAUMATISMO TÓRACO - ABDOMINAL ABIERTO POR PAF PERFORANTES,SIN REGISTRO
TRAUMATISMO TORACICO ABIERTO POR PAF.,SIN REGISTRO
HERIDAS PENETRANTES DE CUELLO POR PAF,SIN REGISTRO
TRAUMATISMO OCULAR DERECHO POR PAF,SIN REGISTRO
HERIDA PERFORANTE Y HERIDA PENETRANTE POR PAF,SIN REGISTRO
TRAUMATISMO PERFORANTE CERVICAL X PAF,SIN REGISTRO
TRAUMATISMOCRANEANO POR PAF,SIN REGISTRO
TRAUMATISMO CRANEANO POR PAF,SIN REGISTRO
HERIDA PERFORANTE POR PAF CORAZON,SIN REGISTRO
TRAUMA AGDOMINAL ADULTO V PAF,SIN REGISTRO
HERIDA PERFORANTE DE HIGADO POR PAF,SIN REGISTRO
TRAUMA TORACICO ABIERTO X PAF,SIN REGISTRO
HERIDA CONTUSA POR PAF - 01 PENETRANTE,SIN REGISTRO
TRAUMATISMO CRANEONCEFALICO ABIERTO POR PAF(01 PENETRANTE),SIN REGISTRO
HERIDA PENETRANTE TORAX POR PAF,SIN REGISTRO
01 HERIDA PENETRANTE POR PAF TORACOCERVICAL,SIN REGISTRO
SEVERO ABIERTO POR PAF,SIN REGISTRO
HERIDA PENETRANTE PÓR PAF EN CABEZA,SIN REGISTRO
TRAUMATISMO TORACICO-ABDOMINAL ABIERTO POR PAF,SIN REGISTRO
TRAUMATISMO TORACO ABDOMINAL POR PAF,SIN REGISTRO
HERIDA PERFORO CONTUSA-01 PERFORANTE POR PAF,SIN REGISTRO
TRAUMATISCO CRANEO ENCEFALICA ABIERTO POR PAF,SIN REGISTRO
HERIDAS PERFERANTES POR PAF EN CEREBRO,SIN REGISTRO
GRAVE POR PAF,SIN REGISTRO
DOS HERIDAS PENETRANTES POR PAF EN CABEZA,SIN REGISTRO
(5) HERIDAS PERFORANTE POR PAF EN TORAX,SIN REGISTRO
1 HERIDA PENETRANTE EN CABEZA Y 1 EN CUELLO POR PAF,SIN REGISTRO
HERIDAS PERFORANTES POR PAF EN TORAX Y BRAZO IZQUIERDO,SIN REGISTRO
HERIDA PENETRANTE TÓRACO ABDÓMINO PÉLVICO POR PAF PLOMO DESNUDO CAL. .38,SIN REGISTRO
HERIDA POR PAF EN ABDOMEN,SIN REGISTRO
HERIDA PENETRANTE CERVICO TORACO ABDOMINAL POR PAF,SIN REGISTRO
HERIDA DE CURSO PENETRANTE EN TORAX 02 POR PAF,SIN REGISTRO
HERIDA PENETRANTE TORACOABDOMINAL HERIDA PENETRANTE PELVICA POR PAF,SIN REGISTRO
HERIDAS POR PAF EN CABEZA TÓRAX ABDOMEN PELVIS Y MIEMBRO INFERIOR DERECHO,SIN REGISTRO
TRAUMATISMO TORACICO ABIERTO POR HERIDAS PERFORANTES PRODUCIDAS POR PAF.,SIN REGISTRO
HERIDA PERFORANTE EN TORAX POR PAF,SIN REGISTRO
HERIDAS PERFORANTES 01 EN LA CABEZA 01 EN EN EL TORAX 02 EN EL ABDOMEN POR BALAS,SIN REGISTRO
01 HERIDA PERFORANTE CERVICO CEFALICA. POR PAF.,SIN REGISTRO
01 PENETRANTE POR PAF.,SIN REGISTRO
HERIDAS POR PAF EN CABEZA CUELLO TÓRAX ABDOMEN PELVIS MANO DERECHA Y MUSLO IZQUIERDO,SIN REGISTRO
HERIDAS PERFORANTES Y PENETRANTES EN CABEZA CUELLO Y TORAX POR BALAS,SIN REGISTRO
01 HERIDA PERFORANTE EN CABEZA P.OR PAF.,SIN REGISTRO
HERIDA PERFORANTE 01 EN TORAX POR BALA,SIN REGISTRO
01 HERIDA PENETRANTE POR PAF.,SIN REGISTRO
HERIDA PERFORANTE 01 EN TORAX POR BALA.,SIN REGISTRO
SIETE HERIDAS PERFORANTES POR PAF EN TÓRAX Y ABDOMEN,SIN REGISTRO
HERIDA PERFORANTE 01 EN LA CABEZA POR BALA,SIN REGISTRO
HERIDAS POR BALAS EN TORAX- ABDOMENMULTIPLES,SIN REGISTRO
HERIDA PERFORANTE POR PAF ABDOMEN PELVIS,SIN REGISTRO
TRAUMATISMO TORAXICO POR HERIDA PERFORANTE Y HERIDA PENETRANTE EN PELVIS POR PAF.,SIN REGISTRO
HERIDAS PENETRANTES EN CABEZA TORAX Y ABDOMEN POR BALAS,SIN REGISTRO
HERIDA PERFORANTE ABDOMINAL POR PAF,SIN REGISTRO
HERIDA PENETRANTE EN TORAX- ABDOMEN POR BALA,SIN REGISTRO
HERIDAS PENETRANTE 01 PERFORANTE 01 EN CABEZA POR BALAS,SIN REGISTRO
HERIDA PENETRANTE 01 EN TORAX POR BALA,SIN REGISTRO
HERIDAS PENETRANTES 02 EN LA CABEZA POR BALAS,SIN REGISTRO
HERIDA PERFORANTE POR PAF EN CABEZA Y CUELLO,SIN REGISTRO
LESION PERFORANTE POR PAF EN CORAZON,SIN REGISTRO
HERIDA PERFORANTE EN TORAX 01 OCASIONADO POR PAF,SIN REGISTRO
HERIDAS POR PAF EN CABEZA MIEMBRO SUPERIOR DERECHO Y TÓRAX,SIN REGISTRO
01 HERIDA PERFORANTE EN CABAEZA.POR PAF.,SIN REGISTRO
HERIDAS POR PAF EN TÓRAX Y HOMBRO IZQUIERDO,SIN REGISTRO
HERIDA PENETRANTE1 EN EL TORAX POR BALA,SIN REGISTRO
HERIDAS POR PAF EN TÓRAX Y BRAZO IZQUIERDO,SIN REGISTRO
HERIDA PERFORANTE POR PAF EN CRANEO,SIN REGISTRO
HERIDA TEMPORAL DERECHA POR PAF,SIN REGISTRO
TRAUMAS PERFORANTES POR PAF EN CABEZA TÓRAX ABDOMEN Y MIEMBRO INFERIOR DERECHO,SIN REGISTRO
HERIDAS POR PAF EN CABEZA TORAX ABDOMEN BRAZO IZQUIERDO Y MANO DERECHA,SIN REGISTRO
02 HERIDAS DE CURSO PENETRANTES 08 HERIDAS DE CURSO PERFORANTES POR PAF ENCAMISETADO,SIN REGISTRO
HERIDA PERFORANTE POR PAF EN TORAX Y ABDOMEN,SIN REGISTRO
HERIDAS PERFORANTES 02 EN CABEZA POR BALAS,SIN REGISTRO
HERIDAS PERFORANTES Y PENETRANTE EN TORAX -ABDOMEN POR BALAS,SIN REGISTRO
HERIDAS POR PAF EN CABEZA CUELLO TORAX ABDOMEN Y PELVIS,SIN REGISTRO
HERIDA DE TIPO PERFORANTE EN REGION CEFALICA POR PAF,SIN REGISTRO
HERIDA PERFORANTE 02 EN TORAX POR BALAS,SIN REGISTRO
DOS HERIDAS PENETRANTES POR PAF UNA EN TORAX Y OTRA EN ABDOMEN,SIN REGISTRO
01 HERIDA PERFORANTE EN BRAZO IZQUIERDO CON REINGRESO PENETRANTE TORACO ABDOMINO PELVIANO. 01 HERIDA PERFORANTE EN ANTEBRAZO IZQUIERDO. POR PAF.,SIN REGISTRO
HERIDA PENETRANTE 01 EN EL CUELLO POR BALA,SIN REGISTRO
HERIDAS PERFORANTES POR PAF.,SIN REGISTRO
LESION PERFORANTE POR PAF EN PULMONES Y EN HIGADO.,SIN REGISTRO
HERIDA PERFORANTE 01 EN EL TÓRAX Y ABDOMEN POR BALA,SIN REGISTRO
TRAUMATISMO DE ABDOMEN GRAVE POR PAF.,SIN REGISTRO
HERIDA PENETRANTE 1 EN TORAX POR BALA,SIN REGISTRO
HERIDAS CONTUSAS POR PAF EN CABEZA - CUELLO - TORAX - ABDOMEN,SIN REGISTRO
HERIDA PERFORANTE 01 EN EL TÓRAX POR BALA,SIN REGISTRO
HERIDAS POR PAF EN CABEZA TORAX ABDOMEN PELVIS Y MIEMBRO INFERIOR IZQUIERDO,SIN REGISTRO
TRAUMA CONTUSO PENETRANTE DE CRANEO POR PAF,SIN REGISTRO
HERIDA PENETRANTE 01 EN ABDOMEN POR PAF,SIN REGISTRO
HERIDA PENETRANTE TORACOABDOMINAL POR PAF,SIN REGISTRO
HERIDA X PAF TOAX ANTERIOR DERECHA,SIN REGISTRO
HERIDA DE CURSO PERFORANTEEN REGION TORACOABDOMINAL POR PAF,SIN REGISTRO
01 HERIDA PENETRANTE ABDOMEN - MUSLO DERECHO. 01 HERIDA PERFORNANTE BRAQUIO TORAXICA DERECHA. 02 HERIDAS PERFORANTES EN MUSLO IZQUIERDO POR PAF.,SIN REGISTRO
01 HERIDA PERFORANTE EN TORAX POR PAF.,SIN REGISTRO
HERIDA PENETRANTE POR BALA EN ABDOMEN -PELVIS,SIN REGISTRO
HERIDA PERFORANTE DE ABDOMEN CON LACERACION MULTIVICERAL POR PAF,SIN REGISTRO
HERIDA PERFORANTE POR PAF EN CUELLO. HERIDA PERFORANTE POR PAF EN TORAX,SIN REGISTRO
HERIDAS POR PAF EN CABEZA ABDOMEN Y MIEMBROS SUPERIORES,SIN REGISTRO
HERIDAS PENETRANTES X PAF 03 EN - REGIÓN TORÁCICA 01 REGIÓN TORACO-ABDOMINAL 01 CUELLO 01. HERIDA PERFORANTE X PAF EN MIEMBRO SUPERIOR DERECHO 01,SIN REGISTRO
HERIDA PENETRANTE 01 EN EL TORAX POR BALA,SIN REGISTRO
01 HERIDA PENETRANTE EN CABEZA X PAF.,SIN REGISTRO
HERIDA PERFORANTE 01 EN CABEZA HERIDA PENETRANTE 01 EN TORAX POR BALAS,SIN REGISTRO
MULTIPLES HERIDAS DE CURSO PERFORANTE Y PENETRANTE EN LA SUPERFICIE CORPORAL POR PAF.,SIN REGISTRO
HERIDA PENETRANTE 01 EN ABDOMEN POR BALA,SIN REGISTRO
HERIDA PERFORANTE 01 EN EL TORAX POR BALA,SIN REGISTRO
HERIDA POR PAF REGIÓN TEMPORAL DERECHA,SIN REGISTRO
HERIDA PENETRANTE POR PAF EN HEMITORAX IZQUIERDO,SIN REGISTRO
HERIDAS POR PAF EN CABEZA CUELLO TORAX ABDOMEN MIEMBROS SUPERIORES,SIN REGISTRO
LESION PERFORANTE POR PAF EN CAROTIDA IZQUIERDA Y PULMÓN IZQUIERDO,SIN REGISTRO
HERIDAS POR PAF EN TORAX ABDOMEN PELVIS ANTEBRAZO IZQUIERDO Y MUSLO DERECHO,SIN REGISTRO
HERIDA PERFORANTE EN TORAX Y REGION ABDOMINO PELVIANA POR PAF,SIN REGISTRO
HERIDA PERFORANTE 01 EN ABDOMEN POR BALA . HERIDA PERFORANTE 01 EN EL MUSLO IZQUIERDO,SIN REGISTRO
TRAUMA TORACO CERVICAL POR PAF,SIN REGISTRO
01 HERIDA PENETRANTE POR PAF EN ABDOMEN.,SIN REGISTRO
3 HERIDAS PERFORANTES Y 1 PENETRANTE POR PAF EN TORAX,SIN REGISTRO
01 HERIDA PERFORANTE BRAQUIO TORAXICA. 01 HERIDA PERFORANTE CEFALO TORAXICA CON REINGRESO PENETRANTE EN TORAX. 01 HERIDA PERFORANTE DE HOMBRO IZQUIERDO POSTEROIOR A HOMBRO DERECHO POSTERIOR. 01 HERIDA PERFORANTE TORAXICA POR PAF,SIN REGISTRO
TRAUMATISMO ENCEFALO CRANEANO GRAVE POR PAF TIPO UNIPROYECTIL.,SIN REGISTRO
LESION POR PERFORANTE POR PAF MULTIVISCERAL,SIN REGISTRO
HERIDAS PERFORANTES 03 EN CARA TORAX Y ABDOMEN POR BALAS,SIN REGISTRO
MULTIPLES HERIDAS PERFORANTES EN CABEZA Y TORAX POR BALAS,SIN REGISTRO
HERIDAS PERFORANTES 01 EN CABEZA Y 01 EN EL TORAX POR BALA S,SIN REGISTRO
DEBIDO A PAF,SIN REGISTRO
HERIDAS CONTUSAS POR PAF EN TORAX EXTREMIDADES SUPERIORES EXTREMIDADES INFERIORES - 01 PENETRANTE,SIN REGISTRO
LESIONES POR PAF,SIN REGISTRO
HERIDAS MULTIPLES POR PAF.,SIN REGISTRO
HERIDA PERFORANTE EN CAVIDAD CRANEAL POR PAF,SIN REGISTRO
TRAUMATISMO CORPORAL MÚLTIPLE POR PAF - 04 PERFORANTES,SIN REGISTRO
01 HERIDA PERFORANTE POR PAF EN CABEZA.,SIN REGISTRO
HERIDA PENETRANTE EN REGION CEFALICA Y PERFORANTE EN MIEMBRO SUPERIOR IZQUIERDO POR PAF,SIN REGISTRO
01 HERIDA PENETRANTE TORACO BRAQUIAL. 01 HERIDA PENETRANTE ABDOMINAL. 01 HERIDA PENETRANTE BRAQUIO TORAXICA POR PAF.,SIN REGISTRO
TRAUMA TORÁXICO ABIERTO POR PAF,SIN REGISTRO
HERIDA PENETRANTE EN CABEZA POR PAF.,SIN REGISTRO
TRAUMATISMO MÚLTIPLE TORACO ABDOMINAL POR PAF TIPO UNIPROYECTIL.,SIN REGISTRO
TRAUMATISMO CERVICO TORAXICO POR PAF.,SIN REGISTRO
01 HERIDA PENETRANTRE EN CABEZA. 01 HERIDA PERFORANTE EN BRAZO CON HOMBRO IZQUIERDO CON REINGRESO PERFORANTE CERVICAL. POR PAF.,SIN REGISTRO
HERIDAS PENETRANTES 01 CEFALO-TORÁCICO 01 EN TÓRAX. HERIDAS PERFORANTES 01 EN CABEZA 02 EN BRAZO DERECHO Y 01 EN MUSLOS POR BALAS,SIN REGISTRO
HERIDAS PERFORANTES 02 EN LA CABEZA POR BALAS,SIN REGISTRO
TRAUMATISMO TORACICO CERRADO POR PAF.,SIN REGISTRO
HERIDAS POR PAF EN TÓRAX Y PELVIS,SIN REGISTRO
HERIDAS PERFORANTES EN TORAX Y ABDOMEN POR PAF,SIN REGISTRO
TRES HERIDAS DE CURSO PERFORANTE EN REGION CRANEO FACIAL 03 Y UNA HERIDA PERFORANTE EN MANO IZQUIERDA 01 POR PAF,SIN REGISTRO
TRAUMATISMO TORÁCICO ABIERTO POR PAF TIPO MULTIPROYECTIL.,SIN REGISTRO
TRAUMATISMO TORACO-ABDOMINAL ABIERTO GRAVE DEBIDO A HERIDA POR PAF,SIN REGISTRO
HERIDA PENETRANTE EN REGION CEFALICA POR PAF,SIN REGISTRO
HERIDA PERFORANTE 01 POR BALA EN LA CABEZA,SIN REGISTRO
HERIDAS PENETRANTES EN CABEZA 1. CEFALOTORAXICA 1. TORACO ABDOMINAL 1 . HERIDAS PERFORANTES EN CABEZA 1. TORACO ABDOMINALES 2. MIEMBRO SUPERIOR 3 MIEMBRO INFERIOR 1. X PAF,SIN REGISTRO
MULTIPLES HERIDAS DE CURSO PERFORANTES Y DE CURSO PENETRANTES EN LA SUPERFICIE CORPORAL POR PAF.,SIN REGISTRO
HERIDA DE TIPO PENETRANTE EN REGION TORACOABDOMINAL Y UNA HERIDA PERFORANTE EN REGION TORAXICA CON REENTRADA EN MIEMBRO SUPERIOR DERECHO POR PAF,SIN REGISTRO
HERIDA DE CURSO PENETRANTE EN REGION TORAXICA POR PAF,SIN REGISTRO
02 HERIDAS PENETRANTES TORAXICAS. 01 HERIDA PENETRANTE ABDOMINAL. POR PAF.,SIN REGISTRO
UNA HERIDA DE CURSO PERFORANTE EN REGION CRANEO FACIAL POR PAF,SIN REGISTRO
02 HERIDAS PERFORANTES POR PAF EN CABEZA.,SIN REGISTRO
01 HERIDA PENETRANTE TORAXICA 01 HERIDA PERFORANTE CEFALO CERVICAL.POR PAF.,SIN REGISTRO
TRAUMATISMO TORACICO GRAVE POR PAF.,SIN REGISTRO
01 HERIDA PERFORANTE CEFALO CERVICAL. 01 HERIDA PERFORANTE TORAXICA. POR PAF.,SIN REGISTRO
MULTIPLES HERIDAS POR PAF.,SIN REGISTRO
TRAUMATISMO MULTIPLE PENETRANTE EN TORAX POR PAF-PERDIGONES,SIN REGISTRO
LESIONES POR PROYECTIL DE ARMA DE FUEGO PAF,SIN REGISTRO
HERIDAS PENETRANTES POR PAF EN CABEZA Y TÓRAX,SIN REGISTRO
HERIDAS POR PAF EN CABEZA TÓRAX ABDOMEN PELVIS Y MIEMBROS SUPERIORES,SIN REGISTRO
HERIDA POR PAF EN AURICULA IZQUIERDA DEL CORAZON.,SIN REGISTRO
HERIDAS PERFORANTES Y PENETRANTES EN TÓRAX-ABDOMEN -PELVIS Y EXTREMIDADES POR BALAS,SIN REGISTRO
HERIDA PERFORANTE PELVICO CERVICAL POR PAF,SIN REGISTRO
01 HERIDA PENETRANTE BRAQUIO TORAXICA. 01 HERIDA PENETRANTE FACIAL. 01 HERIDA PERFORANTE BRAQUIAL. X PAF,SIN REGISTRO
01 HERIDA PERFORANTE EN CABEZA POR PAF.,SIN REGISTRO
HERIDAS PERFORANTES EN CARA Y ABDOMEN Y PENETRANTE EN TÓRAX POR BALA,SIN REGISTRO
HERIDA PENETRANTE 01 EN TÓRAX- ABDOMEN POR BALA,SIN REGISTRO
HERIDAS PERFORANTES 05 EN CARA CUELLO Y TORAX POR BALAS,SIN REGISTRO
TRAUMATISMO DE TORAX GRAVE DEBIDO A HERIDA OCASIONADA POR PAF.,SIN REGISTRO
HERIDAS POR PAF EN CUELLO TÓRAX ABDOMEN PELVIS BRAZO IZQUIERDO Y MUSLO DERECHO,SIN REGISTRO
HERIDA PENETRANTE 01 HERIDA PERFORANTE 01 EN CABEZA POR BALAS,SIN REGISTRO
TRAUMATISMO TORAXICO CERRADO POR PAF,SIN REGISTRO
HERIDA CONTUSO PENETRANTE EN TÓRAX POR PAF,SIN REGISTRO
TRES HERIDAS PERFORANTES POR PAF EN TORAX,SIN REGISTRO
TRES HERIDAS DE CURSO PERFORANTE 03 Y UNA DE CURSO PENETRANTE 01 EN REGION TORACO ABDOMINAL Y CERVICAL POR PAF,SIN REGISTRO
TRAUMATISMO TORÁXICO ABIERTO POR PAF.,SIN REGISTRO
HERIDA PERFORANTE POR PAF.,SIN REGISTRO
HERIDA CONTUSO PENETRANTE EN TORAX POR PAF,SIN REGISTRO
TRAUMATISMO TORÁCICO PENETRANTE POR PAF,SIN REGISTRO
HERIDA PERFORANTE POR PAF,SIN REGISTRO
HERIDAS PENETRANTES 02 EN CABEZA Y PERFORANTE CERVICOFACIAL POR PAF,SIN REGISTRO
01 HERIDA PERFORANTE TORAXICA POR PAF.,SIN REGISTRO
01 HERIDA PERFORANTE EN MUSLO IZQUIERDO. 01 HERIDA PERFORANTE EN PIERNA DERECHA POR PAF.,SIN REGISTRO
LESIÓN PERFORANTE POR PAF EN PULMONES Y CORAZÓN,SIN REGISTRO
HERIDAS PERFORO CONTUSAS EN PROCESO DE CICATRIZACIÓN EN REGIÓN TORÁCICA Y ABDOMINAL POR PAF,SIN REGISTRO
TRES 03 HERIDAS PERFORANTES EN MIEMBROS INFERIORES POR PAF,SIN REGISTRO
TRAUMATISMO CRANEO ENCEFALICO GRAVE DEBIDO A PAF.,SIN REGISTRO
HERIDA PENETRANTE 01 POR PAF EN REGIÓN CABEZA CARA,SIN REGISTRO
02 HERIDAS PENETRANTES TORACO ABDOMINALES. 02 HERIDAS PERFORANTES TORACO ABDOMINALES. 01 HERIDA PERFORANTE EN BRAZO DERECHOI. 01 HERIDA PERFORANTE EN MUÑECA DERECHA POR PAF.,SIN REGISTRO
TRAUMATISMO ABDOMINAL PERFORANTE POR PAF,SIN REGISTRO
01 HERIDA PERFORANTE ABDOMINO TORAXICA POR PAF.,SIN REGISTRO
HERIDA POR PAF EN BRAZO IZQUIERDO Y CABEZA,SIN REGISTRO
LESIONES PERFORANTES POR PAF EN CEREBRO Y EN AMBOS PULMONES,SIN REGISTRO
HERIDAS PENETRANTE 02 HERIDA PERFORANTE 02 EN CUELO Y TÓRAX POR BALA,SIN REGISTRO
HERIDAS PENETRANTES Y PERFORANTES EN CABEZA OCASIONADAS POR PAF,SIN REGISTRO
TRAUMA TORACO ABDOMINAL POR PAF,SIN REGISTRO
POLITRAUMATISMO POR PAF,SIN REGISTRO
DOS HERIDAS PENETRANTES Y UNA HERIDA PERFORANTE EN REGION CEFALICA Y CERVICAL POR PAF,SIN REGISTRO
TRAUMATISMO CERVICO TORACICO ABIERTO POR PAF,SIN REGISTRO
01 HERIDA PENETRANTE EN CABEZA. 01 HERIDA PERFORANTE EN TORAX POR PAF.,SIN REGISTRO
LESION PERFORANTE POR PAF EN PULMON DERECHO,SIN REGISTRO
HERIDA PERFORANTE 01 CERVICO -TORACICO POR BALA,SIN REGISTRO
LESIONES POR PROYECTIL DE ARMA DE FUEGO - PAF,SIN REGISTRO
HERIDA POR PAF DE CURSO PENETRANTE EN ABDOMEN,SIN REGISTRO
HERIDAS PENETRANTES EN TORAX - ABDOMEN - MIEMBRO INFERIOR Y HERIDA PERFORANTE EN MIEMBRO SUPERIOR POR PAF.,SIN REGISTRO
LESIÒN PERFORANTE POR PAF EN HIGADO Y VENA ABDOMINAL,SIN REGISTRO
TRAUMA TORACICO SUPERIOR POR PAF,SIN REGISTRO
TRAUMATISMO ABDOMINAL POR PAF MULTIPLE,SIN REGISTRO
HERIDA PERFORANTE 01 EN CABEZA POR BALA,SIN REGISTRO
01 HERIDA PENETRANTE EN CABEZA POR PAF.,SIN REGISTRO
01 HERIDA PENETRANTE EN CABEZA POS PAF.,SIN REGISTRO
03 HERIDAS PERFORANTES EN SEGMENTO DE TÓRAX Y ABDOMEN POR PAF,SIN REGISTRO
TRAUMA TORAXICO CERRADO POR PAF,SIN REGISTRO
MULTIPLES HERIDAS PERFORANTES Y PENETRANTES EN CABEZA CUELLO HOMBRO IZQUIERDO Y ANTEBRAZO DERECHO. POR PAF.,SIN REGISTRO
UNA HERIDA DE CURSO PENETRANTE EN REGION CEFALICA POR PAF,SIN REGISTRO
HERIDAS PERFORANTES POR PAF EN HIGADO RIÑON DERECHO Y AMBOS PULMONES.,SIN REGISTRO
HERIDAS POR PAF EN TÓRAX ABDOMEN Y BRAZO DERECHO,SIN REGISTRO
HERIDA PENETRANTE POR PAF EN TÓRAX Y BRAZO IZQUIERDO,SIN REGISTRO
01 HERIDA PENETRANTE EN CABEZA POR PAF,SIN REGISTRO
TRAUMATISMO CERVICAL POR PAF.,SIN REGISTRO
TRAUMATISMO DE BRAZO Y TORAX PENETRANTE POR PAF,SIN REGISTRO
HERIDAS PENETRANTES Y PERFORANTES PAR PAF EN TÓRAX ABDOMEN REGIÓN GLÚTEA MIEMBRO SUPERIOR Y MIEMBRO INFERIOR DERECHOSS HERIDA TANGENCIAL POR PAF EN CODO DERECHO.,SIN REGISTRO
TRAUMATISMO CRANEO - ENCEFALICO GRAVE DEBIDO A PAF,SIN REGISTRO
UNA HERIDA PERFORANTE CERVICAL POR PAF,SIN REGISTRO
HERIDA PERFORANTE POR PAF EN MUSLO DERECHO,SIN REGISTRO
TRAUMATISMO CERVICO-MEDULAR GRAVE POR PAF.,SIN REGISTRO
MULTIPLES TRAUMATISMOS TORACOABDOMINALES POR PAF TIPO UNIPROYECTIL.,SIN REGISTRO
HERIDA POR PAF EN HOMBRO DERECHO CUELLO Y TÓRAX,SIN REGISTRO
01 HERIDA PENETRANTE EN CABEZA DE PAF.,SIN REGISTRO
TRAUMA ABDOMINAL ABIERTO PERFORANTE POR PAF.,SIN REGISTRO
TRAUMA PENETRANTE EN MACIZO FACIAL POR PAF.,SIN REGISTRO
HERIDAS PENETRANTES Y PERFORANTES POS PAF.,SIN REGISTRO
MULTIPLES HERIDAS PERFORANTES Y PENETRANTES EN LA SUPERFICIE CORPORAL. POR PAF.,SIN REGISTRO
01 HERIDA PERFORANTE EN CABEZA. 02 HERIDAS PENETRANTES EN CABEZA. POR PAF.,SIN REGISTRO
02 HERIDAS PERFORANTES POR PAF EN TORAX-04 HERIDAS PENETRANTES POR PAF EN PELVIS Y MIEMBRO INFERIOR-04 HERIDAS PERFORANTES EN MIEMBRO INFERIOR,SIN REGISTRO
HERIDAS POR PAF EN TÓRAX Y ABDOMEN,SIN REGISTRO
TRAUMA TORAXICO ABIERTO POR PAF.,SIN REGISTRO
FRACTURAS EN BASE DE CRANEO POR PAF,SIN REGISTRO
LESIONES PERFORANTES POR PAF EN CORAZON Y PULMON,SIN REGISTRO
HERIDAS PENETRANTES X PAF 03 EN REGIÓN ABDOMINAL 01 REGIÓN TORÁCICA 01 REGIÓN PELVICO-TORÁCICA 01. HERIDA PERFORANTE X PAF 01 EN MIEMBRO SUPERIOR DERECHO 01.,SIN REGISTRO
HERIDA POR PAF EN ABDOMEN Y ANTEBRAZO IZQUIERDO,SIN REGISTRO
01 HERIDA PERFORANTE FACIAL. 02 HERIDAS PERFORANTES CERVICALES. 01 HERIDA PERFORANTE TORAXICA. 01 HERIDA PERFORANTE MIEMBRO SUPERIOR IZQUIERDO POR PAF.,SIN REGISTRO
HERIDAS PERFORANTES 03 CERVICO -TORACICO Y ABDOMINAL POR BALAS,SIN REGISTRO
TRAUMATISMO FACIAL POR PAF.,SIN REGISTRO
TRAUMATISMO CRANEO ENCEFALICO SEVERO POR PAF.,SIN REGISTRO
TEC SEVERO ABIERTO POR PAF,SIN REGISTRO
TRAUMATISMO TORACO ABDOMIDAL POR PAF,SIN REGISTRO
01 HERIDA PERFORANTE TORACO ABDOMINAL Y 01 HERIDA PERFORANTE CERVICO BUCAL. POR PAF.,SIN REGISTRO
HERIDAS PENETRANTE 03 EN LA CABEZA POR BALAS Y PENETRANTES 02 REGIÓN SACRA POR BALAS,SIN REGISTRO
01 HERIDA PERFORANTE EN CABEZA. 01 HERIDA PERFORANTE MUSLO GLUTEO DERECHO. 01 HERIDA PENETRANTE EN MUSLO DERECHO. 01 HERIDA PENETRANTE EN MUSLO IZQUIERDO CON PARED POSTERIOR ABDOMINO TORAXICA IZQUIERDA. POR PAF,SIN REGISTRO
TRAUMATISMO PENETRANTE EN CRANEO POR PAF,SIN REGISTRO
LACERACIÓN Y HEMORRAGÍA ENCEFALICA POR PAF,SIN REGISTRO
02 HERIDAS PENETRANTES EN CABEZA 03 HERIDAS PENETRANTES CERVICO CRANEALES. 01 HERIDA PERFORANTE EN MANO DERECHA. POR PAF.,SIN REGISTRO
HERIDAS PERFORANTES DE CUELLO CERVICOBRAQUIAL POR PAF,SIN REGISTRO
HERIDA CONTUSO PERFORANTE EN CARA POR PAF,SIN REGISTRO
01 HERIDA PERFORANTE EN TORAX. 02 HERIDAS PERFORANTES EN BRAZO DERECHO CON REINGRESOS PENETRANTES EN TORAX. POR PAF.,SIN REGISTRO
HERIDAS ERFORANTES EN CABEZA TRES. UNA HERIDA PENETRANTE EN TORAX. POR PAF.,SIN REGISTRO
01 HERIDA PERFORANTE EN CABEZA. POR PAF.,SIN REGISTRO
LESION EN ARTERIA FEMORAL PERFORANTE POR PAF,SIN REGISTRO
TRAUMATISMO TORACICO ABIERTO SEVERO POR PAF,SIN REGISTRO
TRAUMATISMO ENCEFALOCRANEANO ABIERTO SEVERO POR PAF,SIN REGISTRO
TRAUMATISMO PERFORANTES EN CRANEO POR PAF,SIN REGISTRO
LESION PERFORANTE EN CORAZON POR PAF,SIN REGISTRO
01 HERIDA PENETRANTE EN CABEZA. POR PAF.,SIN REGISTRO
02 HERIDAS PERFORANTES EN CABEZA POR PAF.,SIN REGISTRO
LESIONES PERFORANTES POR PAF EN CORAZON E HIGADO,SIN REGISTRO
LESION POR PAF,SIN REGISTRO
TRAUMATISMO DE MIEMBRO INFERIOR DERECHO POR PAF MULTIPLE,SIN REGISTRO
HERIDAS PERFORANTES Y PENETRANTE EN CABEZA TORAX Y MIEMBROS POR PAF,SIN REGISTRO
HERIDA PERFORANTE POR PAF EN BIFURCACIÓN DE ARTERIA AORTA ABDOMINAL E ILACAS,SIN REGISTRO
01 HERIDA PENETRANTE TORAXICA. 01 HERIDA PERFORANTE TORAXICA. POR PAF.,SIN REGISTRO
01 HERIDA PERFORANTE POR PAF EN CABEZA,SIN REGISTRO
TRAUMATISMO CRANEOENCEFALICO ABIERTO POR PAF.,SIN REGISTRO
